"Ghotuo","aaa"
"Sri Lankan Sign Language","sqs"
"Soqotri","sqt"
"Squamish","squ"
"Saruga","sra"
"Sora","srb"
"Sardinian, Logudorese","src"
"Bakati', Sara","sre"
"Nafi","srf"
"Sulod","srg"
"Sarikoli","srh"
"Siriano","sri"
"Serudung Murut","srk"
"Isirawa","srl"
"Saramaccan","srm"
"Sranan","srn"
"Sardinian, Campidanese","sro"
"Serbian","srp","true"
"Sirionó","srq"
"Serer-Sine","srr"
"Sarsi","srs"
"Sauri","srt"
"Suruí","sru"
"Sorsoganon, Southern","srv"
"Serua","srw"
"Sirmauri","srx"
"Sera","sry"
"Shahmirzadi","srz"
"Sama, Southern","ssb"
"Suba-Simbiti","ssc"
"Siroi","ssd"
"Sama, Bangingih","sse"
"Thao","ssf"
"Seimat","ssg"
"Arabic, Shihhi Spoken","ssh"
"Sansi","ssi"
"Sausi","ssj"
"Sunam","ssk"
"Sisaala, Western","ssl"
"Semnam","ssm"
"Waata","ssn"
"Sissano","sso"
"Spanish Sign Language","ssp"
"So'a","ssq"
"Swiss-French Sign Language","ssr"
"Sô","sss"
"Sinasina","sst"
"Susuami","ssu"
"Shark Bay","ssv"
"Swati","ssw"
"Samberigi","ssx"
"Saho","ssy"
"Sengseng","ssz"
"Settla","sta"
"Subanen, Northern","stb"
"Sentinel","std"
"Liana-Seti","ste"
"Seta","stf"
"Trieng","stg"
"Shelta","sth"
"Stieng, Bulo","sti"
"Samo, Matya","stj"
"Arammba","stk"
"Stellingwerfs","stl"
"Setaman","stm"
"Owa","stn"
"Stoney","sto"
"Tepehuan, Southeastern","stp"
"Saterfriesisch","stq"
"Salish, Straits","str"
"Shumashti","sts"
"Stieng, Budeh","stt"
"Samtao","stu"
"Silt'e","stv"
"Satawalese","stw"
"Sulka","sua"
"Suku","sub"
"Subanon, Western","suc"
"Suena","sue"
"Suganga","sug"
"Suki","sui"
"Shubi","suj"
"Sukuma","suk"
"Sunda","sun"
"Suri","suq"
"Mwaghavul","sur"
"Susu","sus"
"Subtiaba","sut"
"Sulung","suv"
"Sumbwa","suw"
"Suyá","suy"
"Sunwar","suz"
"Svan","sva"
"Ulau-Suain","svb"
"Vincentian Creole English","svc"
"Serili","sve"
"Slovakian Sign Language","svk"
"Savara","svr"
"Savosavo","svs"
"Comorian, Maore","swb"
"Swahili, Congo","swc"
"Swedish","swe","true"
"Sere","swf"
"Swabian","swg"
"Swahili","swh","true"
"Sui","swi"
"Sira","swj"
"Sena, Malawi","swk"
"Swedish Sign Language","swl"
"Samosa","swm"
"Sawknah","swn"
"Shanenawa","swo"
"Suau","swp"
"Sharwa","swq"
"Saweru","swr"
"Seluwasan","sws"
"Sawila","swt"
"Suwawa","swu"
"Shekhawati","swv"
"Sowa","sww"
"Suruahá","swx"
"Sarua","swy"
"Suba","sxb"
"Sighu","sxe"
"Shixing","sxg"
"Samre","sxm"
"Sangir","sxn"
"Saaroa","sxr"
"Sasaru","sxs"
"Saxon, Upper","sxu"
"Gbe, Saxwe","sxw"
"Siang","sya"
"Subanen, Central","syb"
"Syriac","syc"
"Seki","syi"
"Sukur","syk"
"Sylheti","syl"
"Samo, Maya","sym"
"Senaya","syn"
"Suoy","syo"
"Sinyar","sys"
"Kagate","syw"
"Al-Sayyid Bedouin Sign Language","syy"
"Semelai","sza"
"Ngalum","szb"
"Semaq Beri","szc"
"Seru","szd"
"Seze","sze"
"Sengele","szg"
"Silesian","szl"
"Sula","szn"
"Suabo","szp"
"Isu","szv"
"Sawai","szw"
"Tanana, Lower","taa"
"Tabassaran","tab"
"Tarahumara, Western","tac"
"Tause","tad"
"Tariana","tae"
"Tapirapé","taf"
"Tagoi","tag"
"Tahitian","tah"
"Tamang, Eastern","taj"
"Tala","tak","true"
"Tal","tal"
"Tamil","tam","true"
"Tangale","tan"
"Yami","tao"
"Taabwa","tap"
"Tamasheq","taq"
"Tarahumara, Central","tar"
"Tay Boi","tas"
"Tatar","tat","true"
"Tanana, Upper","tau"
"Tatuyo","tav"
"Tai","taw"
"Tamki","tax"
"Atayal","tay"
"Tocho","taz"
"Aikanã","tba"
"Tapeba","tbb"
"Takia","tbc"
"Kaki Ae","tbd"
"Tanibili","tbe"
"Mandara","tbf"
"Tairora, North","tbg"
"Thurawal","tbh"
"Gaam","tbi"
"Tiang","tbj"
"Tagbanwa, Calamian","tbk"
"Tboli","tbl"
"Tagbu","tbm"
"Tunebo, Barro Negro","tbn"
"Tawala","tbo"
"Diebroud","tbp"
"Tumtum","tbr"
"Tanguat","tbs"
"Tembo","tbt"
"Tubar","tbu"
"Tobo","tbv"
"Tagbanwa","tbw"
"Kapin","tbx"
"Tabaru","tby"
"Ditammari","tbz"
"Ticuna","tca"
"Tanacross","tcb"
"Datooga","tcc"
"Tafi","tcd"
"Tutchone, Southern","tce"
"Me'phaa, Malinaltepec","tcf"
"Tamagario","tcg"
"Turks and Caicos Creole English","tch"
"Wára","tci"
"Tchitchege","tck"
"Taman","tcl"
"Tanahmerah","tcm"
"Tichurong","tcn"
"Taungyo","tco"
"Chin, Tawr","tcp"
"Kaiy","tcq"
"Torres Strait Creole","tcs"
"T'en","tct"
"Tarahumara, Southeastern","tcu"
"Totonac, Tecpatlán","tcw"
"Toda","tcx"
"Tulu","tcy"
"Chin, Thado","tcz"
"Tagdal","tda"
"Panchpargania","tdb"
"Emberá-Tadó","tdc"
"Tai Nüa","tdd"
"Dogon, Tiranige Diga","tde"
"Talieng","tdf"
"Tamang, Western","tdg"
"Thulung","tdh"
"Tomadino","tdi"
"Tajio","tdj"
"Tambas","tdk"
"Sur","tdl"
"Tondano","tdn"
"Teme","tdo"
"Tita","tdq"
"Todrah","tdr"
"Doutai","tds"
"Tetun Dili","tdt"
"Dusun, Tempasuk","tdu"
"Toro","tdv"
"Malagasy, Tandroy-Mahafaly","tdx"
"Tadyawan","tdy"
"Temiar","tea"
"Tetete","teb"
"Terik","tec"
"Krumen, Tepo","ted"
"Tepehua, Huehuetla","tee"
"Teressa","tef"
"Teke-Tege","teg"
"Tehuelche","teh"
"Torricelli","tei"
"Teke, Ibali","tek"
"Telugu","tel"
"Themne","tem"
"Tama","ten"
"Teso","teo"
"Tepecano","tep"
"Temein","teq"
"Terêna","ter"
"Tengger","tes"
"Tetun","tet"
"Soo","teu"
"Teor","tev"
"Tewa","tew"
"Tennet","tex"
"Tulishi","tey"
"Gbe, Tofin","tfi"
"Tanaina","tfn"
"Tefaro","tfo"
"Teribe","tfr"
"Ternate","tft"
"Sagalla","tga"
"Tobilung","tgb"
"Tigak","tgc"
"Ciwogai","tgd"
"Tamang, Eastern Gorkha","tge"
"Chalikha","tgf"
"Tangga","tgg"
"Tobagonian Creole English","tgh"
"Lawunuia","tgi"
"Tajiki","tgk"
"Tagalog","tgl","true"
"Tandaganon","tgn"
"Sudest","tgo"
"Tangoa","tgp"
"Tring","tgq"
"Tareng","tgr"
"Nume","tgs"
"Tagbanwa, Central","tgt"
"Tanggu","tgu"
"Tingui-Boto","tgv"
"Senoufo, Tagwana","tgw"
"Tagish","tgx"
"Togoyo","tgy"
"Thai","tha","true"
"Tai Hang Tong","thc"
"Thayore","thd"
"Tharu, Chitwania","the"
"Thangmi","thf"
"Tarahumara, Northern","thh"
"Tai Long","thi"
"Kitharaka","thk"
"Tharu, Dangaura","thl"
"Aheu","thm"
"Thachanadan","thn"
"Thompson","thp"
"Tharu, Kochila","thq"
"Tharu, Rana","thr"
"Thakali","ths"
"Tahltan","tht"
"Thuri","thu"
"Tamahaq, Tahaggart","thv"
"Thudam","thw"
"The","thx"
"Tha","thy"
"Tamajeq, Tayart","thz"
"Tamazight, Tidikelt","tia"
"Tira","tic"
"Tidong","tid"
"Tingal","tie","true"
"Tifal","tif"
"Tigré","tig"
"Timugon Murut","tih"
"Tiene","tii"
"Tilung","tij"
"Tikar","tik"
"Tillamook","til"
"Timbe","tim"
"Tindi","tin"
"Teop","tio"
"Trimuris","tip"
"Tiéfo","tiq"
"Tigrigna","tir"
"Itneg, Masadiit","tis"
"Tinigua","tit"
"Adasen","tiu"
"Tiv","tiv"
"Tiwi","tiw"
"Tiwa, Southern","tix"
"Tiruray","tiy"
"Tai Hongjin","tiz"
"Tajuasohn","tja"
"Tunjung","tjg"
"Tujia, Northern","tji"
"Tonjon","tjn"
"Tamazight, Temacine","tjo"
"Tujia, Southern","tjs"
"Tjurruru","tju"
"Truká","tka"
"Buksa","tkb"
"Tukudede","tkd"
"Takwane","tke"
"Tukumanféd","tkf"
"Takpa","tkk"
"Tokelauan","tkl"
"Toku-No-Shima","tkn"
"Tikopia","tkp"
"Tee","tkq"
"Tsakhur","tkr"
"Takestani","tks"
"Tharu, Kathoriya","tkt"
"Totonac, Upper Necaxa","tku"
"Teanu","tkw"
"Tangko","tkx"
"Takua","tkz"
"Tepehuan, Southwestern","tla"
"Tobelo","tlb"
"Totonac, Yecuatla","tlc"
"Talaud","tld"
"Telefol","tlf"
"Tofanma","tlg"
"Tlingit","tli"
"Talinga-Bwisi","tlj"
"Taloki","tlk"
"Tetela","tll"
"Tolomako","tlm"
"Talondo'","tln"
"Talodi","tlo"
"Totonac, Filomena Mata-Coahuitlán","tlp"
"Tai Loi","tlq"
"Talise","tlr"
"Tambotalo","tls"
"Teluti","tlt"
"Tulehu","tlu"
"Taliabu","tlv"
"Wemale, South","tlw"
"Khehek","tlx"
"Talysh","tly"
"Tama","tma"
"Avava","tmb"
"Tumak","tmc"
"Haruai","tmd"
"Tremembé","tme"
"Toba-Maskoy","tmf"
"Ternateño","tmg"
"Tutuba","tmi"
"Samarokena","tmj"
"Tamang, Northwestern","tmk"
"Citak, Tamnim","tml"
"Tai Thanh","tmm"
"Taman","tmn"
"Temoq","tmo"
"Tai Mène","tmp"
"Tumleo","tmq"
"Jewish Babylonian Aramaic","tmr"
"Tima","tms"
"Tasmate","tmt"
"Iau","tmu"
"Tembo","tmv"
"Temuan","tmw"
"Tami","tmy"
"Tamanaku","tmz"
"Tacana","tna"
"Tunebo, Western","tnb"
"Tanimuca-Retuarã","tnc"
"Tunebo, Angosturas","tnd"
"Kallahan, Tinoc","tne"
"Tobanga","tng"
"Maiani","tnh"
"Tandia","tni"
"Kwamera","tnk"
"Lenakel","tnl"
"Tabla","tnm"
"Tanna, North","tnn"
"Toromono","tno"
"Whitesands","tnp"
"Taino","tnq"
"Bedik","tnr"
"Tenis","tns"
"Tontemboan","tnt"
"Tay Khang","tnu"
"Tangchangya","tnv"
"Tonsawang","tnw"
"Tanema","tnx"
"Tongwe","tny"
"Tonga","tnz"
"Toba","tob"
"Totonac, Coyutla","toc"
"Toma","tod"
"Tomedes","toe"
"Gizrra","tof"
"Tonga","tog"
"Tonga","toh"
"Tonga","toi"
"Tojolabal","toj"
"Tolowa","tol"
"Tombulu","tom"
"Tongan","ton"
"Totonac, Xicotepec de Juárez","too"
"Totonac, Papantla","top"
"Toposa","toq"
"Banda, Togbo-Vara","tor"
"Totonac, Highland","tos"
"Tho","tou"
"Taromi, Upper","tov"
"Jemez","tow"
"Tobian","tox"
"Topoiyo","toy"
"To","toz"
"Taupota","tpa"
"Me'phaa, Azoyú","tpc"
"Tippera","tpe"
"Tarpia","tpf"
"Kula","tpg"
"Tok Pisin","tpi"
"Ñandeva","tpj"
"Tupinikin","tpk"
"Me'phaa, Tlacoapa","tpl"
"Tampulma","tpm"
"Tai Pao","tpo"
"Tepehua, Pisaflores","tpp"
"Tukpa","tpq"
"Tuparí","tpr"
"Tepehua, Tlachichilco","tpt"
"Tampuan","tpu"
"Tanapag","tpv"
"Me'phaa, Acatepec","tpx"
"Trumai","tpy"
"Tinputz","tpz"
"Tembé","tqb"
"Lehali","tql"
"Turumsa","tqm"
"Tenino","tqn"
"Toaripi","tqo"
"Tomoip","tqp"
"Tunni","tqq"
"Torona","tqr"
"Totonac, Ozumatlán","tqt"
"Touo","tqu"
"Tonkawa","tqw"
"Tirahi","tra"
"Terebu","trb"
"Triqui, Copala","trc"
"Turi","trd"
"Tarangan, East","tre"
"Trinidadian Creole English","trf"
"Lishán Didán","trg"
"Turaka","trh"
"Trió","tri"
"Toram","trj"
"Traveller Scottish","trl"
"Tregami","trm"
"Trinitario","trn"
"Naga, Tarao","tro"
"Kok Borok","trp"
"Triqui, San Martín Itunyoso","trq"
"Taushiro","trr"
"Triqui, Chicahuaxtla","trs"
"Tunggare","trt"
"Turoyo","tru"
"Taroko","trv"
"Torwali","trw"
"Bidayuh, Tringgus-Sembaan","trx"
"Turung","try"
"Torá","trz"
"Tsaangi","tsa"
"Tsamai","tsb"
"Tswa","tsc"
"Tsakonian","tsd"
"Tunisian Sign Language","tse"
"Tamang, Southwestern","tsf"
"Tausug","tsg"
"Tsuvan","tsh"
"Tsimshian","tsi"
"Tshangla","tsj"
"Tseku","tsk"
"Ts'ün-Lao","tsl"
"Turkish Sign Language","tsm"
"Tswana","tsn"
"Tsonga","tso"
"Toussian, Northern","tsp"
"Thai Sign Language","tsq"
"Akei","tsr"
"Taiwan Sign Language","tss"
"Tsou","tsu"
"Tsogo","tsv"
"Tsishingini","tsw"
"Mubami","tsx"
"Tebul Sign Language","tsy"
"Purepecha","tsz"
"Gaa","ttb"
"Tektiteko","ttc"
"Tauade","ttd"
"Bwanabwana","tte"
"Tuotomb","ttf"
"Tutong","ttg"
"Ta'oih, Upper","tth"
"Tobati","tti"
"Tooro","ttj"
"Totoro","ttk"
"Totela","ttl"
"Tutchone, Northern","ttm"
"Towei","ttn"
"Ta'oih, Lower","tto"
"Tombelala","ttp"
"Tamajaq, Tawallammat","ttq"
"Tera","ttr"
"Thai, Northeastern","tts"
"Tat, Muslim","ttt"
"Torau","ttu"
"Titan","ttv"
"Long Wat","ttw"
"Sikaritai","tty"
"Tsum","ttz"
"Wiarumus","tua"
"Tübatulabal","tub"
"Mutu","tuc"
"Tuxá","tud"
"Tuyuca","tue"
"Tunebo, Central","tuf"
"Tunia","tug"
"Taulil","tuh"
"Tupuri","tui"
"Tugutil","tuj"
"Turkmen","tuk"
"Tula","tul"
"Tumbuka","tum"
"Tunica","tun"
"Tucano","tuo"
"Tedaga","tuq"
"Turkish","tur","true"
"Tuscarora","tus"
"Tututni","tuu"
"Turkana","tuv"
"Tuxináwa","tux"
"Tugen","tuy"
"Turka","tuz"
"Vaghua","tva"
"Tsuvadi","tvd"
"Te'un","tve"
"Ambrym, Southeast","tvk"
"Tuvaluan","tvl"
"Tela-Masbuar","tvm"
"Tavoyan","tvn"
"Tidore","tvo"
"Taveta","tvs"
"Naga, Tutsa","tvt"
"Sedoa","tvw"
"Pidgin, Timor","tvy"
"Twana","twa"
"Tawbuid, Western","twb"
"Teshenawa","twc"
"Twents","twd"
"Tewa","twe"
"Tiwa, Northern","twf"
"Tereweng","twg"
"Tai Dón","twh"
"Tawara","twl"
"Monpa, Tawang","twm"
"Twendi","twn"
"Tswapong","two"
"Ere","twp"
"Tasawaq","twq"
"Tarahumara, Southwestern","twr"
"Turiwára","twt"
"Termanu","twu"
"Tuwari","tww"
"Tewe","twx"
"Tawoyan","twy"
"Tombonuo","txa"
"Totoli","txe"
"Ikpeng","txi"
"Tomini","txm"
"Tarangan, West","txn"
"Toto","txo"
"Tii","txq"
"Tonsea","txs"
"Citak","txt"
"Kayapó","txu"
"Tatana","txx"
"Malagasy, Tanosy","txy"
"Tauya","tya"
"Kyenga","tye"
"O'du","tyh"
"Teke-Tsaayi","tyi"
"Tai Do","tyj"
"Thu Lao","tyl"
"Kombai","tyn"
"Thaypan","typ"
"Tai Daeng","tyr"
"Tày Sa Pa","tys"
"Tày Tac","tyt"
"Kua","tyu"
"Tuva","tyv"
"Teke-Tyee","tyx"
"Tày","tyz"
"Tanzanian Sign Language","tza"
"Tzeltal","tzh"
"Tz'utujil","tzj"
"Tamazight, Central Atlas","tzm"
"Tugun","tzn"
"Tzotzil","tzo"
"Tabriak","tzx"
"Uamué","uam"
"Kuan","uan"
"Tairuma","uar"
"Ubang","uba"
"Ubi","ubi"
"Bikol, Buhi'non","ubl"
"Ubir","ubr"
"Umbu-Ungu","ubu"
"Ubykh","uby"
"Uda","uda"
"Udihe","ude"
"Muduga","udg"
"Udi","udi"
"Ujir","udj"
"Wuzlam","udl"
"Udmurt","udm"
"Uduk","udu"
"Kioko","ues"
"Ufim","ufi"
"Kuku-Ugbanh","ugb"
"Ughele","uge"
"Ugandan Sign Language","ugn"
"Ugong","ugo"
"Uruguayan Sign Language","ugy"
"Uhami","uha"
"Damal","uhn"
"Uyghur","uig","true"
"Uisai","uis"
"Iyive","uiv"
"Tanjijili","uji"
"Kaburi","uka","true"
"Ukuriguma","ukg"
"Ukhwejo","ukh"
"Ukrainian Sign Language","ukl"
"Ukpe-Bayobiri","ukp"
"Ukwa","ukq"
"Ukrainian","ukr","true"
"Kaapor Sign Language","uks"
"Ukue","uku"
"Ukwuani-Aboh-Ndoni","ukw"
"Fungwa","ula","true"
"Ulukwumi","ulb"
"Ulch","ulc"
"Usku","ulf"
"Ulithian","uli"
"Meriam","ulk"
"Ullatan","ull"
"Ulumanda'","ulm"
"Unserdeutsch","uln"
"Uma' Lung","ulu"
"Ulwa","ulw"
"Umatilla","uma"
"Umbundu","umb"
"Umbindhamu","umd"
"Umbuygamu","umg"
"Ukit","umi","true"
"Umon","umm"
"Naga, Makyan","umn"
"Umotína","umo"
"Umpila","ump"
"Umbugarla","umr"
"Pendau","ums"
"Munsee","umu"
"Watut, North","una","true"
"Uneme","une"
"Ngarinyin","ung"
"Enawené-Nawé","unk"
"Unami","unm"
"Worora","unp"
"Mundari","unr"
"Munda","unx"
"Kaili, Unde","unz"
"Uokha","uok"
"Umeda","upi"
"Uripiv-Wala-Rano-Atchin","upv"
"Urarina","ura"
"Kaapor","urb"
"Urningangg","urc"
"Urdu","urd","true"
"Uru","ure"
"Uradhi","urf"
"Urigina","urg"
"Urhobo","urh"
"Urim","uri"
"Urak Lawoi'","urk"
"Urali","url"
"Urapmin","urm"
"Uruangnirin","urn"
"Ura","uro"
"Uru-Pa-In","urp"
"Löyöp","urr"
"Urat","urt"
"Urumi","uru"
"Uruava","urv"
"Sop","urw"
"Urimo","urx"
"Orya","ury"
"Uru-Eu-Wau-Wau","urz"
"Usarufa","usa"
"Ushojo","ush"
"Usoi","usi"
"Usaghade","usk"
"Uspanteko","usp"
"Uya","usu"
"Otank","uta","true"
"Ute-Southern Paiute","ute"
"Amba","utp"
"Etulo","utr"
"Utu","utu"
"Urum","uum"
"Kulon-Pazeh","uun"
"Ura","uur"
"U","uuu"
"Uvean, West","uve"
"Uri","uvh"
"Lote","uvl"
"Kuku-Uwanh","uwa"
"Doko-Uyanga","uya"
"Uzbek, Northern","uzn"
"Uzbek, Southern","uzs"
"Vaagri Booli","vaa"
"Vale","vae"
"Vafsi","vaf"
"Vagla","vag"
"Varhadi-Nagpuri","vah"
"Vai","vai"
"Vasekela Bushman","vaj"
"Vehes","val"
"Vanimo","vam"
"Valman","van"
"Vao","vao"
"Vaiphei","vap"
"Huarijío","var"
"Vasavi","vas"
"Vanuma","vau"
"Varli","vav"
"Wayu","vay"
"Babar, Southeast","vbb"
"Bontok, Southwestern","vbk"
"Venetian","vec"
"Veddah","ved"
"Veluws","vel"
"Vemgo-Mabas","vem"
"Venda","ven"
"Ventureño","veo"
"Veps","vep"
"Mom Jango","ver"
"Vaghri","vgr"
"Flemish Sign Language","vgt"
"Virgin Islands Creole English","vic"
"Vidunda","vid"
"Vietnamese","vie","true"
"Vili","vif"
"Viemo","vig"
"Vilela","vil"
"Vinza","vin"
"Vishavan","vis"
"Viti","vit"
"Iduna","viv"
"Kariyarra","vka"
"Ija-Zuba","vki"
"Kujarge","vkj"
"Kaur","vkk"
"Kulisusu","vkl"
"Kamakan","vkm"
"Kodeoha","vko"
"Korlai Creole Portuguese","vkp"
"Malay, Tenggarong Kutai","vkt"
"Kurrama","vku"
"Valpei","vlp"
"Vlaams","vls"
"Martuyhunira","vma"
"Mbabaram","vmb"
"Mixtec, Juxtlahuaca","vmc"
"Koraga, Mudu","vmd"
"Masela, East","vme"
"Mainfränkisch","vmf"
"Minigir","vmg"
"Maraghei","vmh"
"Miwa","vmi"
"Mixtec, Ixtayutla","vmj"
"Makhuwa-Shirima","vmk"
"Malgana","vml"
"Mixtec, Mitlatongo","vmm"
"Mazatec, Soyaltepec","vmp"
"Mixtec, Soyaltepec","vmq"
"Marenje","vmr"
"Moksela","vms"
"Muluridyi","vmu"
"Maidu, Valley","vmv"
"Makhuwa","vmw"
"Mixtec, Tamazola","vmx"
"Mazatec, Ayautla","vmy"
"Mazatec, Mazatlán","vmz"
"Lovono","vnk"
"Neve'ei","vnm"
"Vunapu","vnp"
"Voro","vor"
"Vod","vot"
"Vera'a","vra"
"Võro","vro"
"Varisi","vrs"
"Banam Bay","vrt"
"Moldova Sign Language","vsi"
"Venezuelan Sign Language","vsl"
"Valencian Sign Language","vsv"
"Vitou","vto"
"Vumbu","vum"
"Vunjo","vun"
"Vute","vut"
"Awa","vwa"
"Walla Walla","waa"
"Wab","wab"
"Wasco-Wishram","wac"
"Wandamen","wad"
"Walser","wae"
"Wakoná","waf"
"Wa'ema","wag"
"Watubela","wah"
"Wares","wai"
"Waffa","waj"
"Wolaytta","wal"
"Wampanoag","wam"
"Wan","wan"
"Wappo","wao"
"Wapishana","wap"
"Wageman","waq"
"Waray-Waray","war"
"Washo","was"
"Kaninuwa","wat"
"Waurá","wau"
"Waka","wav"
"Waiwai","waw"
"Marangis","wax"
"Wayana","way"
"Wampur","waz"
"Warao","wba"
"Wabo","wbb"
"Waritai","wbe"
"Wara","wbf"
"Wanda","wbh"
"Vwanji","wbi"
"Alagwa","wbj"
"Waigali","wbk"
"Wakhi","wbl"
"Wa, Vo","wbm"
"Warlpiri","wbp"
"Waddar","wbq"
"Wagdi","wbr"
"Wanman","wbt"
"Wajarri","wbv"
"Woi","wbw"
"Yanomámi","wca"
"Gbe, Waci","wci"
"Wandji","wdd"
"Wadaginam","wdg"
"Wadjiginy","wdj"
"Wadjigu","wdu"
"Wewaw","wea"
"Wè Western","wec"
"Wedau","wed"
"Weh","weh"
"Weredai","wei"
"Gbe, Weme","wem"
"Wemale, North","weo"
"Westphalien","wep"
"Weri","wer"
"Pidgin, Cameroon","wes"
"Perai","wet"
"Welaung","weu"
"Wejewa","wew"
"Zorop","wfg"
"Wagaya","wga"
"Wagawaga","wgb"
"Wangganguru","wgg"
"Wahgi","wgi"
"Waigeo","wgo"
"Warrgamay","wgy"
"Manusela","wha"
"Wahgi, North","whg"
"Kenyah, Wahau","whk"
"Kayan, Wahau","whu"
"Toussian, Southern","wib"
"Wichita","wic"
"Wik-Epa","wie"
"Wik-Keyangan","wif"
"Wik-Ngathana","wig"
"Wik-Me'anha","wih"
"Minidien","wii"
"Wik-Iiyanh","wij"
"Wikalkan","wik"
"Wilawila","wil"
"Wik-Mungkan","wim"
"Ho-Chunk","win"
"Wiraféd","wir"
"Wintu","wit"
"Wiru","wiu"
"Muduapa","wiv"
"Wirangu","wiw"
"Wiyot","wiy"
"Waja","wja"
"Warji","wji"
"Kw'adza","wka"
"Kumbaran","wkb"
"Mo","wkd"
"Kalanadi","wkl"
"Kunduvadi","wku"
"Wakawaka","wkw"
"Walio","wla"
"Comorian, Mwali","wlc"
"Wolane","wle"
"Kunbarlang","wlg"
"Waioli","wli"
"Wailaki","wlk"
"Wali","wll"
"Walloon","wln"
"Wolio","wlo"
"Wailapa","wlr"
"Wallisian","wls"
"Wuliwuli","wlu"
"Wichí Lhamtés Vejoz","wlv"
"Walak","wlw"
"Wali","wlx"
"Waling","wly"
"Mawa","wma"
"Wambaya","wmb"
"Wamas","wmc"
"Mamaindé","wmd"
"Wambule","wme"
"Waima'a","wmh"
"Wamin","wmi"
"Maiwa","wmm"
"Waamwang","wmn"
"Wom","wmo"
"Wambon","wms"
"Walmajarri","wmt"
"Mwani","wmw"
"Womo","wmx"
"Wanambre","wnb"
"Wantoat","wnc"
"Wandarang","wnd"
"Waneci","wne"
"Wanggom","wng"
"Comorian, Ndzwani","wni"
"Wanukaka","wnk"
"Wanggamala","wnm"
"Wano","wno"
"Wanap","wnp"
"Usan","wnu"
"Tyaraity","woa"
"Wè Northern","wob"
"Wogeo","woc"
"Wolani","wod"
"Woleaian","woe"
"Wolof, Gambian","wof"
"Wogamusin","wog"
"Kamang","woi"
"Longto","wok"
"Wolof","wol"
"Wom","wom"
"Wongo","won"
"Manombai","woo"
"Woria","wor"
"Hanga Hundi","wos"
"Wawonii","wow"
"Weyto","woy"
"Maco","wpc"
"Warapu","wra"
"Warluwara","wrb"
"Warduji","wrd"
"Warungu","wrg"
"Wiradhuri","wrh"
"Wariyangga","wri"
"Warlmanpa","wrl"
"Warumungu","wrm"
"Warnang","wrn"
"Waropen","wrp"
"Wardaman","wrr"
"Waris","wrs"
"Waru","wru"
"Waruna","wrv"
"Gugu Warra","wrw"
"Wae Rana","wrx"
"Merwari","wry"
"Waray","wrz"
"Warembori","wsa"
"Wusi","wsi"
"Waskia","wsk"
"Owenia","wsr"
"Wasa","wss"
"Wasu","wsu"
"Wotapuri-Katarqalai","wsv"
"Dumpu","wtf"
"Berta","wti"
"Watakataui","wtk"
"Mewati","wtm"
"Wotu","wtw"
"Wikngenchera","wua"
"Wunambal","wub"
"Wudu","wud"
"Wutunhua","wuh"
"Silimo","wul"
"Wumbvu","wum"
"Bungu","wun"
"Wurrugu","wur"
"Wutung","wut"
"Chinese, Wu","wuu","true"
"Wuvulu-Aua","wuv"
"Wulna","wux"
"Wauyai","wuy"
"Waama","wwa"
"Dorig","wwo"
"Warrwa","wwr"
"Wawa","www"
"Waxianghua","wxa"
"Wyandot","wya"
"Wangaaybuwan-Ngiyambaa","wyb"
"Wymysorys","wym"
"Wayoró","wyr"
"Fijian, Western","wyy"
"Sambe","xab"
"Kachari","xac"
"Kaimbé","xai"
"Kalmyk-Oirat","xal"
"|Xam","xam"
"Xamtanga","xan"
"Khao","xao"
"Karami","xar"
"Kamas","xas"
"Katawixi","xat"
"Kauwera","xau"
"Xavánte","xav"
"Kawaiisu","xaw"
"Kayan Mahakam","xay"
"Kamba","xba"
"Kombio","xbi"
"Kambera","xbr"
"Kambiwá","xbw"
"Kabixí","xbx"
"Malayic Dayak","xdy"
"Hdi","xed"
"||Xegwi","xeg"
"Kelo","xel"
"Kembayan","xem"
"Xerénte","xer"
"Kesawai","xes"
"Xetá","xet"
"Keoru-Ahia","xeu"
"Khetrani","xhe"
"Xhosa","xho"
"Khua","xhv"
"Xiandao","xia"
"Xiri","xii"
"Xinca","xin"
"Xipináwa","xip"
"Xiriâna","xir"
"Xipaya","xiy"
"Kalkoti","xka"
"Nago, Northern","xkb"
"Kho'ini","xkc"
"Kayan, Mendalam","xkd"
"Kereho","xke"
"Khengkha","xkf"
"Kagoro","xkg"
"Karahawyana","xkh"
"Kenyan Sign Language","xki"
"Kajali","xkj"
"Kaco'","xkk"
"Kenyah, Mainstream","xkl"
"Kayan, Kayan River","xkn"
"Kiorr","xko"
"Kabatei","xkp"
"Koroni","xkq"
"Xakriabá","xkr"
"Kumbewaha","xks"
"Kantosi","xkt"
"Kaamba","xku"
"Kgalagadi","xkv"
"Kembra","xkw"
"Karore","xkx"
"Uma' Lasan","xky"
"Kurtokha","xkz"
"Kamula","xla"
"Mushungulu","xma"
"Mbonga","xmb"
"Makhuwa-Marrevone","xmc"
"Mbedam","xmd"
"Mingrelian","xmf"
"Mengaka","xmg"
"Kuku-Muminh","xmh"
"Majera","xmj"
"Malaysian Sign Language","xml"
"Malay, Manado","xmm"
"Morerebi","xmo"
"Kuku-Mu'inh","xmp"
"Kuku-Mangk","xmq"
"Moroccan Sign Language","xms"
"Matbat","xmt"
